,year,rGDP_USD,imports_GDP,govdebt_GDP,M2,infl,unemp,cbrate,ltrate,Δ_govdebt_GDP,Δ_M2,Country,Year,Consumer_Confidence,inflation_bin,kmeans_cluster,infl_lagged
12,1986,0.018305313175363373,0.16108872656189083,0.07679188170405848,5.3424794018334984e-05,0.6299125294483077,0.4362400903772124,0.39250441162297234,0.6628754029313374,0.4639500676072652,0.5942765392430334,Australia,1986,0.20607150237214755,High,0.5,0.5188394632045152
13,1987,0.01939296823639428,0.14698086316828168,0.07196002138119659,6.402357968513904e-05,0.598587761257967,0.43575632548008075,0.30387438319197857,0.6521667387558076,0.25334128877962847,0.7381713776944887,Australia,1987,0.21342496175122616,High,0.5,0.5259284008931503
14,1988,0.020384756825575466,0.14065505782922139,0.05624533026279035,7.776823722735245e-05,0.5188394632045152,0.38694873791195944,0.3874398385697727,0.6004081952407461,0.0,0.7801498738405712,Australia,1988,0.2869595555420121,High,0.5,0.2742618639446195
16,1990,0.021892062670022243,0.14676455817881473,0.04750946589739132,0.00012094955636595072,0.5259284008931503,0.37308050805313064,0.3228665321414772,0.651611458822759,0.28512526156352436,0.6653755999970203,Australia,1990,0.09969145668814386,High,0.5,0.1432048015320392
17,1991,0.0216394782536369,0.13417913754490052,0.06798293324046845,0.00012252953500724203,0.2742618639446195,0.5163856000970213,0.2342365037104835,0.5331418878013752,1.0,0.4077370160370055,Australia,1991,0.14479267421315925,Target,0.5,0.18809814325210317
18,1992,0.022300030866192724,0.13741487365566019,0.09169609749247701,0.0001325082073497408,0.1432048015320392,0.5773413424579982,0.1645986242289884,0.46313898361165073,0.9225665306228534,0.545661940917573,Australia,1992,0.1805795098580084,Target,0.5,0.2011754751901077
19,1993,0.02332950369411012,0.15855918498954547,0.10364321792820844,0.00014082371047878967,0.18809814325210317,0.5849204942719906,0.1392757589629902,0.3708461424821561,0.5802156847430826,0.5088830199163976,Australia,1993,0.23009280301047097,Target,0.5,0.3621251364356462
20,1994,0.02465667227027905,0.16755214922459805,0.10774499700367204,0.0001561135727287816,0.2011754751901077,0.5222446714697555,0.2089136384444853,0.4546513772960328,0.42649947981352354,0.6030904030153329,Australia,1994,0.3492188449515442,Target,0.5,0.24027585967369378
21,1995,0.02549877822229398,0.18687532320736333,0.10553665347242827,0.00017049378828479488,0.3621251364356462,0.45591364413431584,0.2089136384444853,0.4627056491868269,0.3217977938683201,0.5710204841297376,Australia,1995,0.26882102240695155,Target,0.5,0.0955309657979233
22,1996,0.026672983808743406,0.17983784216863002,0.09841955110177825,0.0001900020647493285,0.24027585967369378,0.4581712530730202,0.17092934054548795,0.4150312045714669,0.2400275685787235,0.6184412875352958,Australia,1996,0.29872509054853785,Target,0.5,0.13399554996757734
23,1997,0.028106141581536563,0.17281333225496986,0.08492146611949045,0.00020482079226447568,0.0955309657979233,0.4496783028133692,0.14560647527948975,0.355334532957556,0.12082588148842427,0.5441382583071785,Australia,1997,0.27470378991021444,Target,1.0,0.17171787917278186
24,1998,0.029612528708851282,0.1955097448834242,0.07621404259269049,0.00022315863312178454,0.13399554996757734,0.4133951453616009,0.1392757589629902,0.2857544924987949,0.18466017008111482,0.569061654445621,Australia,1998,0.2683307917816797,Target,1.0,0.35181149106179477
25,1999,0.031094412617322945,0.19981310215811598,0.07166745273798575,0.00025076420425612113,0.17171787917278186,0.36904905507285357,0.14560647527948975,0.3103292918993382,0.2588915818590334,0.6419295186232576,Australia,1999,0.33059008119121175,Target,1.0,0.34876590823800824
26,2000,0.032177895000740704,0.21143446974842783,0.059661277705622746,0.00026061751709830156,0.35181149106179477,0.3381411503438382,0.1772600568619875,0.3248577270674671,0.08350071271269016,0.46466484530138685,Australia,2000,0.27029171428276727,Target,1.0,0.2624487116349127
27,2001,0.033118789664041734,0.21891575266604762,0.0502649796716951,0.00029678541957255995,0.34876590823800824,0.36410379289634787,0.1266143263299911,0.2915749560801987,0.10952553980871985,0.6759527900714067,Australia,2001,0.2634284855289606,Target,1.0,0.2473725235335482
