,year,rGDP_USD,imports_GDP,govdebt_GDP,M2,infl,unemp,cbrate,ltrate,Δ_govdebt_GDP,Δ_M2,Country,Year,Consumer_Confidence,inflation_bin,kmeans_cluster,infl_lagged
28,2002,0.03466074647907103,0.19963200860773045,0.042018120590028775,0.00031856059236411323,0.2624487116349127,0.34168883842698355,0.1392757589629902,0.30245940892742784,0.10949190124384875,0.5380250918905923,Australia,2002,0.3124515480561512,Target,1.0,0.22379881258436346
29,2003,0.035826940251481774,0.20568600861243103,0.034826229639095894,0.0003608408943809011,0.2473725235335482,0.3193276583085037,0.15193719159598928,0.27974835971821266,0.11103567940156547,0.6655038350954163,Australia,2003,0.3193147768099579,Target,1.0,0.244904435678456
30,2004,0.037457950743461754,0.18707288893870466,0.029795448776866983,0.00040349294140683983,0.22379881258436346,0.2892798153012572,0.15193719159598928,0.29040938223667734,0.16123719201688627,0.6355646252230283,Australia,2004,0.3600039187075261,Target,1.0,0.2971865341264196
31,2005,0.03870930445211044,0.20270180327880943,0.02567005101190932,0.00043887294024823456,0.244904435678456,0.2704663232659228,0.15826790791248885,0.2784727198445921,0.17929782739902184,0.5706305453964078,Australia,2005,0.3114710868056074,Target,1.0,0.2228512909311934
32,2006,0.03982991547564219,0.21374351654311896,0.022044580993640865,0.0005068943394623191,0.2971865341264196,0.2575118757268977,0.1772600568619875,0.2902712404688129,0.18578415654691385,0.7166901352912735,Australia,2006,0.28303771053983684,Target,0.5,0.34532434097424625
33,2007,0.041732004401044756,0.21544537406820652,0.02096993180259686,0.0006016319899991808,0.2228512909311934,0.2350969481339582,0.18992148949498663,0.30962530431643887,0.30198374315291476,0.78724083868753,Australia,2007,0.3492188449515442,Target,0.5,0.2586200062761215
34,2008,0.042909018012963186,0.22797718837106612,0.029145934815781094,0.0007060976936417446,0.34532434097424625,0.22837784191587984,0.1266143263299911,0.3012213017318909,0.7931098625044386,0.7599037227171632,Australia,2008,0.1923450448645342,Target,0.5,0.2819619865836611
36,2010,0.04499285412304439,0.19967356212345155,0.06302694883141888,0.0008043088342696447,0.2586200062761215,0.2798730827218024,0.1392757589629902,0.27971343519478153,0.8119992301381871,0.606908040777311,Australia,2010,0.33549238744393084,Target,1.0,0.18865043128444436
55,1997,0.04718996682691175,0.039934053537452066,0.15007171191137816,0.00011543621997746677,0.501326382572606,0.48370387820285793,1.0,0.5064892601141192,0.4682785236075146,0.7652138852030099,Brazil,1997,0.735274016172826,High,0.5,0.37609290960669106
56,1998,0.04736282124838495,0.03728709889059202,0.19696285665725355,0.00013083740620252373,0.27537577680869096,0.545519655409179,0.7533552416634469,0.5799030547011893,0.9261162862718735,0.6489422248405303,Brazil,1998,0.7195154301658042,Target,0.5,0.5084367488818881
57,1999,0.04760282074167901,0.06611604278993942,0.2370575266788086,0.0001568398223084671,0.37609290960669106,0.5981974481589135,0.5001265890034647,0.6533962361853473,0.7372337236468265,0.7846228941263502,Brazil,1999,0.6911755261733542,Target,0.5,0.4960979020696173
58,2000,0.04986390691835263,0.08095888399286631,0.22776337554049442,0.00019024710968155978,0.5084367488818881,0.5659457383121372,0.4178272768889706,0.5359578857270355,0.28354056804757044,0.8199954567309253,Brazil,2000,0.7099455498883587,High,0.5,0.5935707090046964
59,2001,0.050611507865411895,0.1112754451898897,0.2479691604661909,0.0002136275637183483,0.4960979020696173,0.5723960802814925,0.5001265890034647,0.4764653069740913,0.524876634905622,0.6378381041891856,Brazil,2001,0.7015501984590835,High,0.5,0.9729020287460314
60,2002,0.0522766838048541,0.0943899244111417,0.2824681929204743,0.00022753230481247278,0.5935707090046964,0.5718585517840462,0.652063780599454,0.4943130805999746,0.6214043670889295,0.518165072938811,Brazil,2002,0.7003787482592401,High,0.5,0.4813731215488886
61,2003,0.052917956553672804,0.08824634616105188,0.2644353195553323,0.0002721777518330531,0.9729020287460314,0.6003475621486986,0.4368194258384692,0.571653432978802,0.23565958876390683,0.795058829421378,Brazil,2003,0.7408570370625726,High,0.5,0.4978646037418138
62,2004,0.05619206146638904,0.09072707383129668,0.2507010594874489,0.00031082673112853336,0.4813731215488886,0.5412194274296088,0.468473007420967,0.49133845166232737,0.25878728393392214,0.6833853706705091,Brazil,2004,0.7878307983115516,High,0.5,0.33522917186210305
63,2005,0.05811710375894977,0.07222420872069228,0.24654417013649918,0.0003702013925587364,0.4978646037418138,0.5670207953070299,0.4748037237374666,0.48836382272468015,0.3261917436187808,0.7898962594393772,Brazil,2005,0.8062295850809564,High,0.5,0.30239315004925676
64,2006,0.060575165800964996,0.06970484029843192,0.23721477597701165,0.0004343684843984228,0.33522917186210305,0.5207933230255107,0.35452011372397507,0.39912495459526387,0.2859365106004807,0.7544140258315395,Brazil,2006,0.8017997582025682,Target,0.5,0.42575284484466447
65,2007,0.06449027044106398,0.07397430620429314,0.23101881824242188,0.0005328129851187833,0.30239315004925676,0.4987546600054985,0.30387438319197857,0.3277338600917309,0.3082748221412521,0.8715288534310712,Brazil,2007,0.842390853975082,Target,0.5,0.37788456390552966
66,2008,0.06797559838772248,0.09920820952377708,0.22470080305697518,0.0006303642814730608,0.42575284484466447,0.44446432476570513,0.3671815463569741,0.32178460221643646,0.3060448375315593,0.7794393850015682,Brazil,2008,0.8302821575308659,High,0.5,0.3870089783559064
67,2009,0.06788509178169669,0.06378204379779011,0.2376202458924522,0.0006854231965922302,0.37788456390552966,0.5062800804708862,0.24056722002698305,0.315835344341142,0.4659273656712311,0.5719904704194319,Brazil,2009,0.8021429196402585,Target,0.5,0.4837458311523753
68,2010,0.07329121198722924,0.07313716643643446,0.22868842906966594,0.0008038098280119738,0.3870089783559064,0.4317786468506882,0.29121295055897944,0.3098860864658477,0.28658701950322985,0.7588594224721986,Brazil,2010,0.8647943935500082,High,0.5,0.40909929470592454
69,2011,0.07636005938437926,0.07952657907355822,0.2216067586697052,0.0008947077179893711,0.4837458311523753,0.40737482619020265,0.29754366687547906,0.3098860864658477,0.29925910117535787,0.6292033628764858,Brazil,2011,0.8741087754301744,High,0.5,0.4575860265872084
70,2012,0.07790246668477793,0.09222281386559204,0.22546447401728226,0.0009276179382644346,0.40909929470592454,0.3708228991144263,0.20258292212798573,0.29798757071525883,0.39039926366320865,0.4621484201538279,Brazil,2012,0.8910707550645822,High,0.5,0.4651443473424036
71,2013,0.08036128408609937,0.10380202529941611,0.2175167968118851,0.0009762259987783152,0.4575860265872084,0.3882925645308601,0.2722208016094808,0.26229202346349234,0.2912477319267802,0.49647979433625855,Brazil,2013,0.8573919111084023,High,0.5,0.628668355517274
72,2014,0.08078605538654694,0.09848925908913493,0.22547629517137402,0.0009980243978388902,0.4651443473424036,0.3708228991144263,0.3165358158249777,0.26229202346349234,0.4264004494351923,0.4304855329899853,Brazil,2014,0.8026331502655304,High,0.5,0.611067937664621
73,2015,0.07778236455509241,0.1039413070594662,0.2652856041864622,0.0009952447278442666,0.628668355517274,0.46354655954862284,0.3798429789899732,0.32178460221643646,0.6902272145994345,0.37530393088851155,Brazil,2015,0.6745358878819813,High,0.5,0.2905694015015923
74,2016,0.07510568059821998,0.07543882370743892,0.28769184400111153,0.0010671738330281595,0.611067937664621,0.6261489300261195,0.3671815463569741,0.3812771809693807,0.5184455807140661,0.5402573802112997,Brazil,2016,0.6842424542623651,High,0.5,0.3035270867755717
75,2017,0.07615117068371459,0.07161871258467135,0.30864558164925676,0.0011992867217968592,0.2905694015015923,0.6906523497196718,0.19625220581148617,0.3634294073434974,0.4969664452549897,0.6537222302015411,Brazil,2017,0.745178120983663,Target,0.5,0.30794722569721644
76,2018,0.07757950507780552,0.10663554174418981,0.316644432681891,0.0013733372113211432,0.3035270867755717,0.665119746090974,0.18359077317848707,0.3442727874662368,0.40741010711744896,0.7010556727991544,Brazil,2018,0.7707191365603292,Target,0.5,0.5845792500932198
77,2019,0.07857449984871652,0.11418483697690561,0.3258596422870197,0.001491319175664505,0.30794722569721644,0.6436186061931232,0.13294504264649065,0.3195238794644183,0.4136031229648365,0.5708825306826367,Brazil,2019,0.7864555396315576,Target,0.5,0.6438241425581768
84,2002,0.051600000175789404,0.4137982259937483,0.296281170143993,0.0004849778200150724,0.21865981882467572,0.4129113804644692,0.08863002843099375,0.2761374647899122,0.3114307677215814,0.4405296750196285,Canada,2002,0.2620339216132311,Target,1.0,0.19437160052250715
85,2003,0.052603012676203535,0.3754263235030792,0.28174783076380283,0.00048751930384147125,0.24894512029133914,0.40801986576242316,0.08863002843099375,0.2532750664603496,0.26366700416743094,0.39279111412293505,Canada,2003,0.2618255259918578,Target,1.0,0.21594463881039633
86,2004,0.05435107792360783,0.37385568383063994,0.2659114876487093,0.0005148468456239453,0.19437160052250715,0.384261111550583,0.0822993121144942,0.24228378873871165,0.2502604098051218,0.5030186913799614,Canada,2004,0.2619471180258092,Target,1.0,0.2031366874612488
87,2005,0.056222007367558266,0.374397730503084,0.26099485984925336,0.0005657298334539731,0.21594463881039633,0.3627599662774473,0.10129146106399287,0.21788339778204052,0.32244234712245595,0.5961004742468937,Canada,2005,0.26183937244463423,Target,1.0,0.22543401797100163
88,2006,0.05780867144272851,0.37077155491846797,0.2581606131735212,0.0006379150324153878,0.2031366874612488,0.3466341006034892,0.1266143263299911,0.22458609823110004,0.3369945675246455,0.659184128747358,Canada,2006,0.2622031289392804,Target,1.0,0.10004708725948674
90,2008,0.059701265137623576,0.37046875663039364,0.25987298784407975,0.0005439561384143012,0.22543401797100163,0.3390012120656071,0.05697644684849598,0.19591269326045224,0.4533844383306277,0.7135423627165456,Canada,2008,0.2604832611273574,Target,1.0,0.18950414292922668
121,2014,0.4642617306039121,0.20928464925344586,0.14026006741335323,0.07657941642698719,0.19826978087234215,0.21977739670730947,0.16080019190680214,0.2196532829623154,0.5181808749143613,0.6265201434788941,China,2014,0.8689613538648193,Target,0.0,0.20301419495045786
122,2015,0.4971209070057065,0.16214859948739435,0.14624345300604844,0.0867991793125055,0.16892590973577137,0.2176272827175244,0.12914661032430438,0.18299476027441597,0.4347092094891076,0.6784055465368182,China,2015,0.8783345634200181,Target,0.0,0.17625112536588355
123,2016,0.5314364252505657,0.15066895291737864,0.18250602214878273,0.09663767971852794,0.20301419495045786,0.2160146864746156,0.12914661032430438,0.15996796253243062,0.8075693028481465,0.6336691008260953,China,2016,0.8695006075526184,Target,0.0,0.20725268407854214
124,2017,0.568629043387732,0.15970999927645801,0.1992359272070557,0.10447580539043824,0.17625112536588355,0.2686924792243501,0.12914661032430438,0.19526371965497732,0.5275068945838115,0.5619261472090878,China,2017,0.9348483499013636,Target,0.0,0.2576907888671492
125,2018,0.6072714963570724,0.16707863141647872,0.20595938081635695,0.11178066340789321,0.20725268407854214,0.2649297689916562,0.12914661032430438,0.19466879386744787,0.42063185961989663,0.5370267917003325,China,2018,0.9677428248571085,Target,0.0,0.22841016213370305
126,2019,0.6436446861577318,0.15310918886753883,0.22070137557243394,0.12171045770398581,0.2576907888671492,0.2767554120613291,0.12408204233567778,0.17573269632170235,0.4915844753139458,0.5791199274287031,China,2019,0.9878913035557837,Target,0.0,0.1364092694339576
127,2020,0.6581637841086058,0.13428458533047882,0.25908568244848573,0.13389928444240268,0.22841016213370305,0.3018579928920699,0.11648517769130526,0.16350736641869526,0.6847619288760801,0.6042992916704479,China,2020,0.9581833276643064,Target,0.0,0.2014141993488049
128,2021,0.7141068774185361,0.15135741259894503,0.2657658272541514,0.14605279478142622,0.1364092694339576,0.27498156801975643,0.11521903696029188,0.16736724492818628,0.4066642652188873,0.5834260296861816,China,2021,0.9679389171072172,Target,0.0,0.09613368647344933
133,1975,0.0025484684491740356,0.3380835736074027,0.0,4.477109957717886e-05,0.6635335811189911,0.2326375671231674,0.2089136384444853,0.6287663085816284,0.2585866643548762,0.9811518935627175,Denmark,1975,0.23597557051373383,High,0.5,0.794428745125564
138,1980,0.003476324518764347,0.37723642678873315,0.11657605649707675,7.926173308976214e-05,0.8270009145582706,0.2841195578516279,0.29754366687547906,0.9333683117967027,0.9458732378293566,0.6420975528946478,Denmark,1980,0.1403805985857121,High,0.5,0.694729589880663
139,1981,0.0034214544907049445,0.4031272085438918,0.15519237763292487,8.923531124117607e-05,0.794428745125564,0.3833473023543544,0.29754366687547906,0.9428870768031107,0.9431268241112157,0.6228113149802073,Denmark,1981,0.156558209219685,High,0.5,0.5002071170946176
140,1982,0.0037072892777062555,0.40673728501088374,0.20433052970474574,0.00010052107071086855,0.694729589880663,0.40855740501043936,0.2722208016094808,1.0,0.9356496560299589,0.6278445579185672,Denmark,1982,0.19087435298871847,High,0.5,0.4628206892381713
141,1983,0.003909543102441006,0.38852469186956073,0.24909766932311225,0.0001319877144550095,0.5002071170946176,0.45010834711246606,0.19625220581148617,0.7096762156856325,0.7673657110193186,1.0000000000000002,Denmark,1983,0.2658796386553201,High,0.5,0.3652119779825434
142,1984,0.004249609502377262,0.4009775745805757,0.2591343054572574,0.000156886349669391,0.4628206892381713,0.4259195754779539,0.19625220581148617,0.6906385904846903,0.4340562126914075,0.7644380287259012,Denmark,1984,0.29186186179473117,High,0.5,0.3046283083740664
143,1985,0.004589038397260519,0.4155985865870078,0.2518435033711718,0.00018802344227350092,0.3652119779825434,0.35561084263669684,0.19625220581148617,0.5754609580189904,0.304160927921903,0.790080223561463,Denmark,1985,0.2501432355840919,Target,0.5,0.32532435962362505
144,1986,0.004992269671516833,0.3703511842865334,0.24254017637198907,0.0002069239013070208,0.3046283083740664,0.26777867002812145,0.19625220581148617,0.5026817350739308,0.2875460851275928,0.5910023823751002,Denmark,1986,0.23171056407386825,Target,0.5,0.35651663245454274
145,1987,0.005033741172605748,0.3286166037121816,0.2314875508176722,0.00022121832619579314,0.32532435962362505,0.2686924792243501,0.19625220581148617,0.5613898208864071,0.27138036124475234,0.5262879726711323,Denmark,1987,0.22126865175557664,Target,0.5,0.3709026845502261
146,1988,0.0050579863861918055,0.33480199375260683,0.2246922727736196,0.00023415894330400762,0.35651663245454274,0.3040618543563146,0.19625220581148617,0.4947273012490967,0.302251378244591,0.5045542238495084,Denmark,1988,0.2042086259961143,Target,0.5,0.2418630671298801
147,1989,0.005120512390351681,0.3564592815162389,0.21840737099084356,0.00023741888266008463,0.3709026845502261,0.3667914192577243,0.19625220581148617,0.4862865370102857,0.3049720247669306,0.4108171778565813,Denmark,1989,0.2074931711854361,Target,1.0,0.2269407000737026
148,1990,0.005271085987470672,0.3452875126350452,0.2247545906858496,0.00025374314628609295,0.2418630671298801,0.3851748938703868,0.2342365037104835,0.5301866772414329,0.4122666367829594,0.5266888511440623,Denmark,1990,0.22798481132180176,Target,0.5,0.20882951327652305
149,1991,0.005405071257175533,0.35390239153195824,0.22759447041902606,0.0002642165412763786,0.2269407000737026,0.4228019048174806,0.2595593689764817,0.465160798445616,0.38144427188704133,0.4689140165220908,Denmark,1991,0.24774110552025957,Target,0.5,0.15807780828431323
150,1992,0.005593926554939797,0.3332915464138867,0.24567421113702073,0.00026216752294088455,0.20882951327652305,0.4626327503523942,0.34818939740747545,0.4520716791337729,0.507384232266436,0.36495605609739473,Denmark,1992,0.2528885270856146,Target,0.5,0.20253024962544722
151,1993,0.005586270578839325,0.3192044741267278,0.29261634076061727,0.0003163346865048923,0.15807780828431323,0.5123541471167441,0.18992148949498663,0.3719368461051684,0.7196704622619545,0.82003958089538,Denmark,1993,0.2497510510838744,Target,0.5,0.20807676258700164
152,1994,0.006089671597812057,0.34648698298957187,0.27936626382736157,0.0002835918450125467,0.20253024962544722,0.4155990068258456,0.15826790791248885,0.39676110502753226,0.2709513928312144,0.15993962967247347,Denmark,1994,0.29073433135660576,Target,1.0,0.21066165731434633
153,1995,0.006394008592493685,0.3604445736034339,0.26419914053328847,0.00030199955796936153,0.20807676258700164,0.3631899837001193,0.13547732664080392,0.4178571829721388,0.25397217890630785,0.5197022455469404,Denmark,1995,0.2879890398550831,Target,1.0,0.2140445395848021
154,1996,0.006693242361501209,0.3532591442564821,0.2518465659279095,0.0003276273733262313,0.21066165731434633,0.33948497696273877,0.10762217738049241,0.3666697682131057,0.2686581739967224,0.5626783489510967,Denmark,1996,0.27519402053548636,Target,1.0,0.19366827674181353
155,1997,0.007029481000905092,0.38243733139384783,0.23638418933291974,0.0003508334152295751,0.2140445395848021,0.2817006742378348,0.11395289369699198,0.3219075614782031,0.24113791200469298,0.5331911294404807,Denmark,1997,0.28666541716684896,Target,1.0,0.23315529070100677
156,1998,0.007284053013344327,0.39207926799166004,0.22036678140771676,0.00036292261031498595,0.19366827674181353,0.26240339042894373,0.11901746675019162,0.2593213638706995,0.2295928310445334,0.45544071452881124,Denmark,1998,0.2633304394039062,Target,1.0,0.25770792449767504
157,1999,0.007617101397268841,0.3810104358928501,0.2064711230251759,0.0003595718671587033,0.23315529070100677,0.2744977762461998,0.10255760432729277,0.2579609589708717,0.23906163995993052,0.36157051180530764,Denmark,1999,0.25847715621371437,Target,1.0,0.22347250900519772
158,2000,0.0080464917653774,0.4498853595034697,0.18915861575315362,0.00034034336591323374,0.25770792449767504,0.23197927747348485,0.15573562391817555,0.292839477980702,0.2007180945404404,0.2664626708304674,Denmark,2000,0.2698995297825498,Target,1.0,0.22871348095899033
159,2001,0.00816069845218876,0.45318087183884753,0.17377103561134322,0.00035292982138911393,0.22347250900519772,0.2422460717747086,0.11015446137480571,0.26605989788979345,0.206457816454305,0.46077487258498423,Denmark,2001,0.2696544144699138,Target,1.0,0.20756013240913632
160,2002,0.008215568935283888,0.4592956524694441,0.175963649095384,0.0003684384220937523,0.22871348095899033,0.24944896976634356,0.09369460148419341,0.26495333116558245,0.3809287546066096,0.47583148330432734,Denmark,2002,0.2763215509736117,Target,1.0,0.1518110599462847
161,2003,0.00826916349820156,0.433022165130268,0.164319635174826,0.0003914484031103511,0.20756013240913632,0.29196746853905853,0.07343631180368135,0.22934504286892443,0.2354199529360482,0.5157956104118234,Denmark,2003,0.2716643600335286,Target,1.0,0.19198287546222154
162,2004,0.008607954432996084,0.45021229211939034,0.15632076839639877,0.0004024710229813152,0.1518110599462847,0.29648271329289216,0.07343631180368135,0.22919432674961487,0.2682935894763331,0.44212867558640045,Denmark,2004,0.29931336729886415,Target,1.0,0.19842539419549227
163,2005,0.008903359531399781,0.5052748041465576,0.12981667020874185,0.00046232648376837203,0.19198287546222154,0.25794192002599464,0.07976702812018091,0.18631999563657634,0.04791512588536173,0.7023085434294856,Denmark,2005,0.30455883498927355,Target,1.0,0.1844417932724352
164,2006,0.00939336202340203,0.5730262762307894,0.10689865669368764,0.0005168545929058404,0.19842539419549227,0.20956434988054537,0.11395289369699198,0.20575027661669418,0.041498721456130316,0.6369147049186875,Denmark,2006,0.30818654161628567,Target,1.0,0.2887690159026765
165,2007,0.009524794542680522,0.6003559345593309,0.09030652732412986,0.0006077562863796413,0.1844417932724352,0.19435229340281593,0.1266143263299911,0.22832968540705106,0.08645118240468586,0.763485413473411,Denmark,2007,0.2999016440491904,Target,1.0,0.16091411843593184
166,2008,0.009468649049479388,0.6268893752977888,0.11346071592477963,0.0006511899830927178,0.2887690159026765,0.14237328769976165,0.11395289369699198,0.2282305326955983,0.794578213515917,0.5372318585882363,Denmark,2008,0.2477901285827868,Target,1.0,0.2218409123944583
167,2009,0.008801913411470179,0.5106163966735112,0.14042144604576945,0.0006267575068916564,0.16091411843593184,0.2597157640675673,0.04304887069896832,0.19500988147936058,0.7761668229594912,0.2995140646658647,Denmark,2009,0.27872368103744405,Target,1.0,0.24895215013834995
168,2010,0.00900352973115193,0.5307187708189964,0.15038854088514764,0.0005969174502078507,0.2218409123944583,0.32556299962945034,0.03671815438246876,0.16358590138205545,0.4858844883518303,0.27756255958855974,Denmark,2010,0.2912245619818777,Target,1.0,0.2271081024684548
169,2011,0.009173243951075691,0.5900122371373164,0.16411493199298122,0.0005780756834885062,0.24895215013834995,0.3197576757311757,0.026589008782526777,0.15421780490089393,0.5237404238932205,0.3126335190136549,Denmark,2011,0.26362457777906934,Target,1.0,0.12969266962067177
170,2012,0.009172605535951235,0.6094134674479557,0.15983995706745785,0.0006226029664757349,0.2271081024684548,0.32647678194925406,0.013927575896299017,0.09111600653066695,0.3098389195849344,0.5491796318757496,Denmark,2012,0.25950664052678535,Target,1.0,0.11606579740620324
171,2013,0.009355080777792485,0.6009544716293557,0.15578147104983678,0.0006256468859418081,0.12969266962067177,0.3094371339554923,0.01645986242289884,0.1073733483908257,0.311163274790035,0.39208913094609005,Denmark,2013,0.27563522809823104,Target,1.0,0.10928478336512225
172,2014,0.009524794542680522,0.5964426293465741,0.15726945636085732,0.0006653414838100753,0.11606579740620324,0.268262461801678,0.017726005660875885,0.08737590799953397,0.37509145556527534,0.5198280495279177,Denmark,2014,0.29651905273481427,Target,1.0,0.09705181537352339
173,2015,0.009807438619166737,0.6099099716967468,0.13996482985822956,0.0007090829394993623,0.10928478336512225,0.24407366329074096,0.0,0.05718540990672325,0.15652271638851045,0.5250096379636404,Denmark,2015,0.3001467593618264,Target,1.0,0.14597615977247372
174,2016,0.010229811426299276,0.586848803569968,0.12976942889330553,0.0007491484094431796,0.09705181537352339,0.22165873569780145,0.002532287033057124,0.039567673141489915,0.22609324441034817,0.5049727067767215,Denmark,2016,0.27220361372132773,Target,1.0,0.13095977683814242
175,2017,0.01066239113981575,0.6035059665439156,0.12443554151590322,0.0007886159198704324,0.14597615977247372,0.22569018867807852,0.002532287033057124,0.046996313935008596,0.2840446476983585,0.4967284384867701,Denmark,2017,0.29284232304527497,Target,1.0,0.1260552305955121
176,2018,0.010933551024633392,0.645990590946752,0.11734599034654797,0.0008140706636704588,0.13095977683814242,0.20687669664274405,0.002532287033057124,0.04596907461530671,0.2561303630522688,0.45212773345265433,Denmark,2018,0.29186186179473117,Target,1.0,0.10738841280429051
184,1973,0.0434163100424343,0.14738035660222792,0.041135017789846906,4.005534890223972e-05,0.5288088337796246,0.1286103381724427,0.28963027147985465,0.4525889361698888,0.12969838474710182,0.7079261333282256,France,1973,0.31927021038947867,High,0.5,0.7894962871811545
185,1974,0.04545321376767135,0.2183862897067554,0.03934635475222258,4.946585058730218e-05,0.9083797798736316,0.13572284537194707,0.29121295055897944,0.5479753866351302,0.295383863861723,0.7784457367627671,France,1974,0.2385158564810519,High,0.5,0.6647375075107649
186,1975,0.0449615431146953,0.16260257451636584,0.04228891673797436,5.9256582819639524e-05,0.7894962871811545,0.19306352582790873,0.1772600568619875,0.5150957897149611,0.4633277867673668,0.7319595815410379,France,1975,0.2422594358013101,High,0.5,0.6568090147512591
187,1976,0.047082014151127116,0.19791088092669895,0.03852335758035477,6.809675021898365e-05,0.6647375075107649,0.2142315001877573,0.27855151792598043,0.5245353106064703,0.229114853050985,0.6548624868704134,France,1976,0.27006888218037095,High,0.5,0.7265733436411922
188,1977,0.04889490833850375,0.1993808508939242,0.037881645659698406,7.988364839842915e-05,0.6568090147512591,0.24119265030183829,0.24373257818523283,0.5474598001506257,0.334260595071087,0.7061188526812854,France,1977,0.23958545057255423,High,0.5,0.8881007602201291
190,1979,0.053009928374738335,0.20250746598014668,0.03450633417214047,0.0001700914407176951,0.7265733436411922,0.28218072481304907,0.326031890299727,0.5405983068697652,0.3318872064488761,0.7018447374058937,France,1979,0.22300674215426797,High,0.5,0.807209927350134
192,1981,0.054651187636389105,0.250897883804851,0.07058886198131001,0.00019319770007522483,0.8881007602201291,0.3997419376523206,0.39250441162297234,0.799708286469046,0.476924871354813,0.6360159795710273,France,1981,0.2053584396444793,High,0.5,0.6546893130352365
193,1982,0.05605921378600074,0.25754165389128025,0.08390979891949607,0.000215869032736624,0.807209927350134,0.43365998584118015,0.34185868109097595,0.7857077313318952,0.6655592826274923,0.6264981432398957,France,1982,0.22514593033727262,High,0.5,0.5465626548829396
194,1983,0.056816511544394405,0.24019498378871945,0.08921219471090636,0.00024076135788811954,0.6546893130352365,0.39678551479051116,0.3228665321414772,0.708169054492537,0.4640448579976647,0.6238170394003413,France,1983,0.16257467598438569,High,0.5,0.43498706659524844
195,1984,0.05783280653766872,0.2537624649462878,0.09868329313446161,0.0002622024776963576,0.5465626548829396,0.4545698443918401,0.29121295055897944,0.662280429549745,0.5382122716396114,0.569705833541707,France,1984,0.11604733300403383,High,0.5,0.2356220827875716
196,1985,0.05886410405884989,0.25337690399292356,0.10507608509084637,0.000271533514365165,0.43498706659524844,0.4675780125288999,0.24056722002698305,0.5891046052776866,0.46955352587578697,0.4569728169648747,France,1985,0.1649901759743618,High,0.5,0.281056910432253
197,1986,0.06032419084594474,0.20533969105184902,0.10720176320886107,0.0002815049101825769,0.2356220827875716,0.47698477198477957,0.20258292212798573,0.4583398886222775,0.3929107016291466,0.45950707840875404,France,1986,0.2083755863109255,Target,0.5,0.24544869478992185
198,1987,0.06197365895210385,0.2092345152810945,0.11662956070167727,0.00029450538559484785,0.281056910432253,0.491766784163412,0.21524435476098483,0.4754479981556349,0.5113690464454095,0.4797762698134235,France,1987,0.19690418967956289,Target,0.5,0.2937360902427455
199,1988,0.0650511747798461,0.21512782542993836,0.11637762801374091,0.00030554737212127025,0.24544869478992185,0.4752109279432069,0.21524435476098483,0.4566683851296348,0.35383012636945477,0.46142484284156216,France,1988,0.22636705025840448,Target,0.5,0.2753280210779639
200,1989,0.06821358662310487,0.23533952148021609,0.11962126924381786,0.0003231245136978611,0.2937360902427455,0.4675780125288999,0.2722208016094808,0.44296201365530785,0.406899611480884,0.5043539254476538,France,1989,0.2278377421342202,Target,0.5,0.27648569337730405
201,1990,0.07022815264452187,0.2265378382942238,0.1242859486095445,0.00032566786809626173,0.2753280210779639,0.45145214685494184,0.2532286526599822,0.49703121561328956,0.4267959502926997,0.3982814642885446,France,1990,0.21965089069217936,Target,0.5,0.22504024360351438
202,1991,0.07118614391014368,0.22570339606122547,0.12768309951198792,0.0003179187118169474,0.27648569337730405,0.4631165152495259,0.26209166563222763,0.4544930604048618,0.40634478953127584,0.33045257417866924,France,1991,0.1959237284290191,Target,0.5,0.20933890773761155
203,1992,0.07224389265811358,0.211046584323535,0.14259830980036592,0.0003143883189256151,0.22504024360351438,0.507462659291123,0.24943023299922856,0.43305345327291045,0.5664332204329018,0.3576585113506032,France,1992,0.20018873486888467,Target,0.5,0.18215597282020157
204,1993,0.07191982531432548,0.18796482597056163,0.1673546367748092,0.00031207566840743225,0.20933890773761155,0.5518087388293004,0.17599390853411453,0.34677119496888875,0.6718197874133196,0.36568829396769087,France,1993,0.1904821684885009,Target,1.0,0.1906909700204333
205,1994,0.07374216604338685,0.20362674206693665,0.18045906905929993,0.0003257140088723053,0.18215597282020157,0.5733098787271511,0.14560647527948975,0.36765459884296936,0.5016277872805159,0.47488995107616594,France,1994,0.22014112131745125,Target,0.5,0.20197782232826428
206,1995,0.07565072239157193,0.2142614719334856,0.2045895007621513,0.0003553338929962631,0.1906909700204333,0.5647631756177555,0.13167889431861768,0.3829416262624801,0.6051831719690345,0.5762324895560772,France,1995,0.21376812318891647,Target,0.5,0.1548133737892451
207,1996,0.07672238158170477,0.21781233177085707,0.22009516647853536,0.0003545956405795663,0.20197782232826428,0.5822328517847593,0.09875917706967957,0.3247415975537413,0.4993932916998781,0.3769604065186066,France,1996,0.17930491023230147,Target,1.0,0.12133966916510619
208,1997,0.07875075793742488,0.23479605429739353,0.2253070278966668,0.00038032847608385515,0.1548133737892451,0.5854042699196922,0.10255760432729277,0.29001606490002585,0.40217762122277023,0.5373596330888485,France,1997,0.20803242487323517,Target,1.0,0.11443808022955496
209,1998,0.08161636362727766,0.24908060622435563,0.22542905385593767,0.00039505985412175993,0.12133966916510619,0.5746536999707669,0.0949607447474933,0.24516818409231267,0.3586684106884261,0.46484885450450875,France,1998,0.22734751150894827,Target,1.0,0.18339396460326104
